34     rdxjd3xwb8yye2jr09/22/2023 23:12qualified,/QTA_S5_1/S5_1r1,/Age/D_S1ar5,/Sample/online,/Gender (3111               197351112111101010000100010000010 0 0    1   1     01110 0 0    0   0     1011 0 1    1   1     010 0 1    1   1     011 1 0    1   1     010 0 0    0   0     011 0 1    1   1     011 0 0    1   1     000 0 0    1   1     011 0 0    1   1     000 0 0    0   1     011 0 1    1   1     011 1 1    1   1     001 0 1    0   0     010 0 1    1   1     011 0 1    1   1     011 0 1    1   1     011 0 0    1   1     01101101000101000100 11010101100 3     2             3     1      2   0   23      1  0100000001011010001000000000000004                482.261 4105609/22/2023 23:04                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.54.134.101                                                11cqbhpzt1ratsqm                                            11cqbhpzt1ratsqm                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186544473          11cqbhpzt1ratsqm                                            1186544473                                                                                                              
235    c5k7m8dn94pqvxdp09/23/2023 21:36qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1993311 411100101000010001000000  0 0    1   1     0100  0 0    1   1     100  0 1    0   0     00  1 0    0   0     00  0 0    1   0     00  0 1    0   0     00  1 0    0   0     00  0 0    1   0     00  0 1    0   0     00  0 0    1   0     01  0 0    0   0     00  0 1    0   0     00  0 1    0   0     00  0 0    1   0     00  0 1    0   0     00  0 1    0   0     00  1 0    0   0     00  0 1    0   0     01000000000000110000171011000000 4     1 10001000100  1       32      0   1 32       0                 1000000000000004                201.38112101109/23/2023 21:32                                                              english                                                     3                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 15_7 like Mac OS X) Apple171.224.179.13                                              41amrpxegj7uc2s6                                            vpee71tk59jy6tzx                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=3&uid=1186910822          vpee71tk59jy6tzx                                            1186910822                                                                                                              
236    sb6m0fmqpnfenwnt09/23/2023 23:02qualified,/total/Total,/Age (Offline)/D_S1ar4,/QTA_S5_1 (Offline3111               1987412121111100101111100100000000  0 10000  0     001100  0 00000  0     01100  1 01010  0     0001  1 10010  0     0111  1 00010  1     0111  1 00010  1     0100  1 00011  1     0110  1 00000  1     0111  0 00011  1     0101  1 00010  1     0110  0 10010  1     0111  1 11011  0     0100  1 10010  0     0101  1 10000  0     0101  1 10010  1     0101  1 10000  0     0100  1 11000  0     0101  1 01011  0     01000010000101000100120000000100 9    99                 3 1   2      0     1        0000010110000000101000000000000005               3934.522 4105609/23/2023 21:55                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.54.154.60                                                 d8088vbve3867e2e                                            d8088vbve3867e2e                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=5d8088vbve3867e2e                                            55a39de8-59dc-11ee-8c99-0242ac120002                                                                                    
237    j1vvb31g9yv8zftr09/23/2023 22:03qualified,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S5_1 (On3111               1977511 412111101010011011010000110 0 0  01 01 0   0100100 0 0  00 01 0   101100 1 0  00 00 0   00110 0 0  01 01 0   00110 0 0  01 01 0   00110 0 0  01 01 0   00110 0 0  01 01 0   01110 0 0  01 01 0   00100 0 0  01 01 0   00110 0 0  11 01 0   00110 0 0  01 01 0   01111 0 0  00 01 0   00110 0 0  00 01 0   00010 0 0  01 01 0   00110 0 0  01 01 0   00110 0 0  01 01 0   00110 0 0  00 01 0   00111 0 0  00 11 0   00001010100100010100170001100000 5     1 10000001100        3  12     0   1  3   2   0                 1000000000000004                441.67114101209/23/2023 21:55                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML58.186.167.201                                              r0bau2bqkdb35b6a                                            75aed3pvu70hgadn                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186914160          r0bau2bqkdb35b6a                                            1186914160                                                                                                              
242    e1k6zte85r467cj509/23/2023 23:45qualified,/total/Total,/Age (Offline)/D_S1ar4,/Sample/offline,/Q3111               198842212211101010110100011000000 0 0 00 1   10    01000 0 0 00 0   10    1001 1 0 11 1   10    010 1 1 01 1   10    010 1 1 01 1   10    001 1 1 10 1   10    001 1 1 11 1   10    001 1 1 11 1   00    011 1 1 11 1   10    000 1 1 11 0   10    010 1 0 11 1   11    010 0 1 11 1   10    011 1 1 11 1   11    010 1 1 11 0   10    011 1 0 11 1   10    010 1 0 11 1   00    010 1 0 11 1   10    011 1 0 11 0   10    01110100000000000100 51000000100 11000 2            1 2    3          0  231         0                 1000000000000005               1156.66214101209/23/2023 23:26                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML103.199.37.249                                              w4q7gxrumkswq4tc                                            w4q7gxrumkswq4tc                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=5w4q7gxrumkswq4tc                                            55a33484-59dc-11ee-8c99-0242ac120002                                                                                    
243    djvzgz0pdu6suwus09/23/2023 23:36qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               1985422 61101000100100000000000 1   0  0           010 1   0  0           10 1   1  1           0 1   1  1           0 1   1  1           0 1   1  1           0 1   1  1           0 1   1  1           0 1   1  1           0 1   1  1           0 1   0  0           0 1   1  1           0 1   1  1           0 1   0  0           0 1   1  1           0 1   1  1           0 1   1  1           0 1   1  1           00100100000100000000 50010100000 3                   3        2   1   0    1   2     0                 1000000000000004                405.341 4105609/23/2023 23:29                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.3627.67.190.65                                                a3k3w8efkc26wmh5                                            a3k3w8efkc26wmh5                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186928744          a3k3w8efkc26wmh5                                            1186928744                                                                                                              
246    20qdue30g97u5zvv09/23/2023 23:54qualified,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S5_1 (On3111               1975511 5211101011101100011100000 1 000 01   100   01000 0 000 01   000   1011 1 000 01   100   010 1 100 01   100   011 1 000 01   100   010 1 000 01   100   001 1 000 01   100   001 1 000 01   101   010 0 000 01   000   011 1 110 01   110   010 1 000 01   000   011 1 100 01   110   010 1 000 01   000   010 1 100 11   100   011 1 111 11   111   011 1 111 11   111   010 1 110 11   110   010 1 000 01   000   00100110010000001000 21010110000 71000 1 2             2   3 1        0  21    3     0                 1000000000000004                608.36114101209/23/2023 23:43                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 13; CPH2325 Build/TP1A.220905.00123.16.85.71                                                a6apu2f0xug7jkgc                                            a6apu2f0xug7jkgc                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186931132          a6apu2f0xug7jkgc                                            1186931132                                                                                                              
249    bru3bm5jf9207m2z09/24/2023 00:24qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1990312 6211101000000000000000000 1                01000 1                1000 1                000 1                000 1                000 1                000 1                000 1                011 1                000 1                000 1                000 1                000 1                000 1                000 1                000 1                000 1                000 1                01010001000100001000180100001000 81000                23     1        0  31       2  0                 1000000000000004                392.05114101209/24/2023 00:17                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 13; CPH2219 Build/TP1A.220905.00183.80.143.254                                              sza2shxycj2ut5cp                                            sza2shxycj2ut5cp                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186937058          sza2shxycj2ut5cp                                            1186937058                                                                                                              
250    jt702t4jc9mb028809/24/2023 00:28qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               1985422 71111111111111111111100011000001010001000  010000001000000001000  10111111000111011111  0111110000000000000  0001000001000011000  0000100000110001100  0001001001000001001  0000000000000001000  0101001000000001000  0001000000000001000  0101001000000001001  0001000001000001000  0001001001000001000  0001100000001001001  0000010001000001000  0011001101011101011  0000001001000001000  0000000101000001000  00000110110000000000101111100000 5     1 10110010010    1         3 2 0       13  2  0                 1000000000000004                626.74114101209/24/2023 00:17                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML112.197.232.194                                             7bretz0h8ppdfj0b                                            7bretz0h8ppdfj0b                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186936394          7bretz0h8ppdfj0b                                            1186936394                                                                                                              
251    5h0t37vy7b7ygnft09/24/2023 00:39qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               1986422 7121101110000100010000000 011    1   0     01000 001    1   0     1010 001    1   1     000 001    1   0     000 000    1   0     000 000    0   0     100 011    0   0     000 001    1   0     010 011    0   1     000 000    1   0     000 000    1   0     000 010    1   0     000 010    0   0     000 011    0   0     000 000    0   0     100 000    0   0     100 001    1   0     000 000    1   0     01100101000101000100 51000110000 7     2                 2 3 1        0   1      23  0                 1000000000000004                479.07114101209/24/2023 00:31                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML171.249.228.78                                              db0r1hn23yrn70us                                            db0r1hn23yrn70us                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186939811          db0r1hn23yrn70us                                            1186939811                                                                                                              
252    afbjchyhxbhpkrh109/24/2023 01:06qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1990311 611111111111111101110001100010000100 000   0101000010000100 000   101100000000000 000   01110010000000 000   01100000000000 000   01100000000000 000   01100000000000 000   01100010000000 000   01100010000000 000   00010010000000 000   01110010000000 000   01100000000000 000   01100000000000 000   00110010000000 000   01100000000000 000   00000010000000 000   01100000000000 000   01100000000000 000   01011110000001101000 31001000000 4     1 10000001000       1 2    3   0  132         0                 1000000000000004                404.75114101209/24/2023 00:59                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 13; V2025 Build/TP1A.220624.014;14.191.54.243                                               ejv202992nhupuwy                                            ejv202992nhupuwy                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186945071          ejv202992nhupuwy                                            1186945071                                                                                                              
258    g4tdx0fj9whjrsmy09/24/2023 01:21qualified,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S5_1 (On3111               1972511 81111101001000100001000011 0  0   0    0   001110 0  0   0    0   01110 0  0   0    0   0110 0  0   0    0   0011 0  0   0    0   0110 0  0   0    0   0110 0  0   0    0   0110 0  0   0    0   0110 0  0   0    0   0110 0  0   0    0   0110 0  0   0    0   0110 0  0   0    0   0010 0  0   1    0   0011 0  0   0    0   0110 0  0   0    0   0011 0  0   1    1   0110 0  0   0    0   0100 0  0   1    0   00001100000000010000170011001000 4                  13             2  02   1    3    0101000000000000001000000000000004                169.321 4105609/24/2023 01:18                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36125.234.235.161                                             gavqkcpc9cgz62g4                                            ubbv3qd5nr786u57                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186948464          gavqkcpc9cgz62g4                                            1186948464                                                                                                              
259    ybszkty4407d54cw09/24/2023 01:39qualified,/Age (Online)/D_S1ar3,/HN_HCM (Online)/HN/above_110mil3111               199132112221100110001000000000001  00   0          01001  00   0          1001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          001  00   0          00101110000000000000 50000100000 50110                 3  12          0     1   2 3  0                 1000000000000004                927.501 4105609/24/2023 01:23                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36222.252.30.115                                              jeb9nbyngaeachk0                                            jeb9nbyngaeachk0                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186949387          jeb9nbyngaeachk0                                            1186949387                                                                                                              
261    dnxk75k5a5cn3cs609/24/2023 01:36qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1992312 6111100110111100010100000  00 0001   0 0   01000  00 0001   0 0   1001  00 1001   0 0   000  00 0001   0 0   000  00 1001   0 0   000  00 1000   0 0   000  00 1001   0 0   000  00 0001   0 0   010  00 1001   0 0   000  00 0001   0 0   010  00 1001   0 0   011  00 1001   0 0   000  00 0001   0 0   000  00 0001   0 0   000  00 0001   0 0   000  00 0001   0 0   000  00 0001   0 0   000  00 0001   0 0   01010101000111011010 50010000000 3     2             1     2 3        0    23     1  0                 1000000000000004                272.78112131109/24/2023 01:32                                                              english                                                     3                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) Apple118.71.23.239                                               y0qzjswuk0ym0c49                                            y0qzjswuk0ym0c49                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=3&uid=1186950986          y0qzjswuk0ym0c49                                            1186950986                                                                                                              
262    j2x2cw6w75htgyqz09/24/2023 02:21qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               1985422 71111100100101100101000100  1  0 10  0 0   011110  1  0 01  0 0   11101  0  1 10  0 0   0000  0  0 10  0 1   0000  0  0 11  0 0   0001  0  0 10  0 0   0000  0  0 11  0 0   0001  0  0 10  0 1   0001  0  1 10  0 0   0001  0  0 10  0 1   0011  0  0 00  0 1   0000  0  0 01  0 1   0001  0  0 10  0 0   0001  0  0 00  0 1   0000  0  0 01  0 1   0100  0  0 00  0 0   0011  1  0 11  0 0   0000  0  0 11  0 0   00000010010000000110 60011000000 3     1 10000010100  2   3      1    0   2 13       0000010000000001001000000000000004                221.23115115609/24/2023 02:17                                                              english                                                     3                                                           Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, l171.225.248.208                                             c2n0s9vq9rkh4tqv                                            c2n0s9vq9rkh4tqv                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186959098          c2n0s9vq9rkh4tqv                                            1186959098                                                                                                              
263    qfhmrrpjat1rtwv509/24/2023 02:31qualified,Total,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S53111               1997321 71111111101011110110000111001 1 1111 11    011010000 1 0000 10    11111111 1 0101 11    0110100 1 1101 11    0111111 1 1111 11    0001010 1 0111 01    0010010 0 1111 11    0111010 1 1011 11    0011001 1 0110 11    0000110 1 1111 11    0011010 1 1011 01    0011001 0 1001 11    0010111 1 0111 11    0010100 1 0010 00    0011000 1 0010 01    0111100 1 0110 11    0011001 1 1111 11    0111111 1 1100 11    01110100000111101110150011100000 3     1 11000000000       2     13   0   31   2     0000010011000101001000000000000004                691.61114101209/24/2023 02:19                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML116.101.205.89                                              7ufhy35f7eqcbrjt                                            87ra1j781r16d0fm                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186959282          7ufhy35f7eqcbrjt                                            1186959282                                                                                                              
265    x4yjwtrezhr8mf9z09/24/2023 02:54qualified,/total/Total,/Age (Offline)/D_S1ar4,/QTA_S5_1 (Offline3111               1980412123111111111111101101000110000000010 01 0   010                      111000000011 11 0   0110000000010 01 0   0111000100011 11 0   0110000000010 01 0   0111000000001 11 0   0110000000010 01 0   0000000000000 01 0   0111000000010 01 0   0100001010010 01 0   0111011100011 01 0   0110000010011 11 0   0000000000000 01 0   0111000010011 11 0   0000000000000 01 0   0110000000010 01 0   0100000000010 01 0   01100110010001000000 10110000000 3     2               2   1      3   0    21  3     0                 1000000000000005               1751.80214101209/24/2023 02:24                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML125.235.211.13                                              vttb7yh3x1vtvfe8                                            vttb7yh3x1vtvfe8                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=5vttb7yh3x1vtvfe8                                            55a3aafe-59dc-11ee-8c99-0242ac120002                                                                                    
268    7zft6n831x0y0ye509/24/2023 03:45qualified,/total/Total,/Age (Offline)/D_S1ar5,/Sample/offline,/Q3111               1976512123111100011001101100000100   00  10 01     010                      111   00  10 11     0100   00  10 00     0100   00  10 00     0101   00  11 01     0111   10  10 01     0110   00  10 01     0100   00  10 00     0100   00  10 00     0111   10  10 01     0100   00  10 01     0110   00  10 01     0100   00  10 00     0111   10  10 01     0000   00  10 00     0110   00  10 10     0110   00  10 01     01100110010000000000 10000011000 7     2             23    1          0  2  1   3    0                 1000000000000005               1299.75214101209/24/2023 03:23                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML103.199.69.145                                              e5wdbb1cmfev902g                                            e5wdbb1cmfev902g                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=5e5wdbb1cmfev902g                                            55a3ac70-59dc-11ee-8c99-0242ac120002                                                                                    
270    watzxzaxmvsmna8j09/24/2023 04:01qualified,/total/Total,/Age (Offline)/D_S1ar3,/Sample/offline,/Q3111               1989312122111111101101100100000000000 00 00  0     1  000000 00 10  0     10100000 11 11  1     0101100 11 10  1     0100001 10 11  1     0100000 11 11  1     0101001 11 10  1     0100000 10 11  1     0110100 00 11  1     0100101 11 10  1     0100011 11 11  0     0101001 11 10  1     0100000 10 11  1     0101000 01 11  1     0100001 11 10  1     0101000 10 11  1     0100100 10 01  1     0101000 10 11  1     00100100000101100100150100000000 21000 1 2           1 2          3   0   1  2       0                 1000000000000005               1663.572 4105609/24/2023 03:32                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.54.154.60                                                 d8088vbve3867e2e                                            d8088vbve3867e2e                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=5d8088vbve3867e2e                                            55a39ad2-59dc-11ee-8c99-0242ac120002                                                                                    
271    rkmfm7qg963v2yha09/24/2023 03:49qualified,/HN_HCM (Online)/HCM/16mill_25mill,/Gender (Online)/S13111               1970522 42111111101111000111000100001 0001   100   010000001 0001   100   11010101 0001   100   0000000 0000   000   1000000 0000   000   1000000 0000   000   1000001 0001   101   0000000 0000   000   1000001 0001   100   0000000 0000   000   1000000 0000   000   1000000 0000   000   1000001 0000   000   0000000 0000   000   1000001 0001   100   0000000 0000   000   1000000 0000   000   1000000 0000   000   11000100000000000000 10000010100 71000 1 2             3  1    2      0    1     23  0010110000000101001000000000000004                630.48114101209/24/2023 03:38                                                              english                                                     3                                                           Mozilla/5.0 (Linux; U; Android 13; vi-vn; RMX3472 Build/TP1A42.118.236.142                                              w7kbyu5rb7jmvwhw                                            7wqgkn52amn6s2sn                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186974052          w7kbyu5rb7jmvwhw                                            1186974052                                                                                                              
273    75vxscj0re21wy1709/24/2023 03:59qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1992311 6111100010001100011000010   0   01   00    01000   0   01   00    1000   0   01   00    001   0   00   00    000   0   01   00    000   0   01   00    010   0   00   00    001   0   00   00    001   0   00   00    001   0   00   00    001   1   00   00    011   0   01   00    000   0   01   00    000   0   01   00    000   0   01   00    000   0   01   00    000   0   01   00    000   0   01   00    00110000110101000100121000010000 7     1 10010010010 3    1    2      0 1    23      0                 1000000000000004                254.231 4105609/24/2023 03:54                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36113.22.47.170                                               03pvbugytr31vjde                                            03pvbugytr31vjde                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186977410          03pvbugytr31vjde                                            1186977410                                                                                                              
274    9gs317c62j4fves809/24/2023 04:08qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               1982422 61101001001000000000000 1  0  0            010 0  1  0            10 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            0 1  1  1            00111100100100000000 51000000000 1     1 10010000010      3      21   02  3      1   0                 1000000000000004                211.25114101209/24/2023 04:05                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 12; SM-A325F) AppleWebKit/537.36171.253.33.43                                               zcnj2ebfcz57tnm2                                            zcnj2ebfcz57tnm2                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186979255          xckfsdn8asps5pqx                                            1186979255                                                                                                              
275    rb621mt7hqg23w9k09/24/2023 04:14qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1990312 5111100000000000010000010            0     01010            0     1010            0     010            0     010            0     010            0     010            0     010            0     010            0     010            1     010            1     010            0     010            0     010            0     010            0     011            0     010            0     010            0     00000100010000000000 50010000000 3                  1 3   2           013 2          0                 1000000000000004                251.401 4105609/24/2023 04:09                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36117.2.196.129                                               5280mvvdhecjtnb1                                            5280mvvdhecjtnb1                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186977430          5280mvvdhecjtnb1                                            1186977430                                                                                                              
276    cn4gny3qdfgue04609/24/2023 04:25qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1995312 51111111100001000111000000110    0   010   010100000    0   000   10010000    0   100   0010000    0   110   0110001    0   000   0010001    0   000   0100000    0   100   0110000    0   000   0000000    0   100   0110000    0   000   0100001    0   000   0110001    0   000   0010000    0   000   0000000    0   001   0010011    0   000   0001001    0   000   0010100    0   000   0100001    0   100   01010111000100000110 60001100100 5     1 10010100000       32     1   0   2 3     1  0                 1000000000000004                583.42114101209/24/2023 04:15                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 13; SM-A235F Build/TP1A.220624.0123.23.32.24                                                5mcjpb3j9w00qfjm                                            5mcjpb3j9w00qfjm                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186981550          5mcjpb3j9w00qfjm                                            1186981550                                                                                                              
279    tzj94kuy4et3z6f909/24/2023 04:55qualified,/total/Total,/Age (Offline)/D_S1ar4,/Sample/offline,/Q3111               198842212211101010110100010000000 0 1 00 0   0     01000 0 1 00 0   0     1011 1 1 00 1   1     011 0 1 00 1   1     010 1 1 00 0   0     000 0 1 00 1   1     000 1 1 11 1   1     011 1 1 11 1   1     000 1 1 00 1   0     000 1 1 00 0   0     000 1 1 00 1   1     010 1 1 00 1   1     010 1 1 01 1   1     010 1 1 00 0   0     000 1 1 11 0   0     000 0 1 00 0   0     000 1 1 00 1   1     000 0 1 00 0   0     01100100000000000100 11100000100 21000 2              3    1   2      0              1                 1000000000000005               1187.62214101209/24/2023 04:34                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Linux; Android 13; SM-A226B Build/TP1A.220624.0103.199.37.249                                              jxr92nb9u4sp6h4j                                            jxr92nb9u4sp6h4j                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=5jxr92nb9u4sp6h4j                                            55a33740-59dc-11ee-8c99-0242ac120002                                                                                    
281    91ve796zpj4wrgby09/24/2023 04:48qualified,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S5_1 (On3111               1983411 611100000000000000000001                   0101                   101                   01                   01                   01                   01                   01                   01                   01                   01                   01                   01                   01                   01                   01                   01                   01                   01010000000100000000 10000100000 5                    2         1 3   0  21      3   0                 1000000000000004                461.94112111109/24/2023 04:40                                                              english                                                     3                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Apple14.191.25.115                                               rmhs99zxnwcx7kfv                                            rmhs99zxnwcx7kfv                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=3&uid=1186986808          rmhs99zxnwcx7kfv                                            1186986808                                                                                                              
284    pk5kfrgdbjrb039w09/24/2023 05:22qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1992311 711100001000010000000001    1    0         0111    0    0         011    1    1         01    1    1         01    1    1         01    0    0         01    0    1         01    1    1         01    0    0         01    1    1         01    1    1         01    1    1         01    0    0         01    1    1         01    1    1         01    0    1         01    0    1         01    1    1         00010010000001000000 60000010000 7    99                   3     2  1 0 1 2  3       0000011000011001001000000000000004                474.811 4105609/24/2023 05:14                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36171.240.47.120                                              tyfhb0gnvpmub78d                                            tyfhb0gnvpmub78d                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186994018          tyfhb0gnvpmub78d                                            1186994018                                                                                                              
285    kpqk3z47zyek02v409/24/2023 05:32qualified,Total,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S53111               1993322 63101011101001000101000 1 101 0  1   1 1   010                       1 001 0  1   1 0   0 1 000 0  1   1 0   0 1 000 0  1   1 0   0 1 001 0  1   1 0   0 1 001 0  1   1 0   0 1 000 0  1   1 0   0 1 001 0  1   1 0   0 1 000 0  1   1 0   0 1 001 0  1   1 0   0 1 101 0  1   1 0   0 1 001 0  1   1 0   0 1 000 0  1   1 0   0 1 000 0  1   1 0   0 1 001 0  1   1 0   0 1 101 0  1   1 0   0 1 001 0  1   1 0   00100000000100010100 21011010000 3     1 11000000000     3      1 2   0   12       3 0                 1000000000000004                463.441 4105609/24/2023 05:24                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36171.252.189.8                                               txq09xb9v95uxy0t                                            q9s9t0gm0mgq3dmp                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186996175          txq09xb9v95uxy0t                                            1186996175                                                                                                              
286    2mcyjk7cv1ab364h09/24/2023 15:48qualified,/HN_HCM (Online)/HCM/16mill_25mill,/Gender (Online)/S13111               1979412 51211100100101000111000110  1  1 1   100   010110  0  0 0   100   10100  1  0 0   000   0100  1  0 0   000   0100  1  0 0   100   0100  0  1 0   001   0110  0  0 0   100   0110  0  0 0   100   0101  0  0 0   100   0100  1  0 0   000   0001  0  0 1   100   0110  1  0 0   000   0110  0  0 0   000   0100  1  0 0   000   0110  0  0 0   100   0101  1  0 0   000   0101  0  1 1   000   0100  0  1 0   000   00000000000101000010150000001110 8    99              1   3       2   02       3  1  0                 1000000000000004              36285.15114101209/24/2023 05:42                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML116.109.248.134                                             dzsjpjy91t7aja80                                            vk32huf6djs6aw9w                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1186999877          dzsjpjy91t7aja80                                            1186999877                                                                                                              
